"Query.Mass","Matched.Compound","Matched.Form","Mass.Diff"
"93.05782","C00322","M-HCOONa+H[1+]","0.000743533229993432"
"93.05782","C00846","M-HCOONa+H[1+]","0.000743533229993432"
"93.05782","C00292","M[1+]","2.00000000063483e-05"
"194.0578","C00779","M[1+]","0.00010000000000332"
"194.0578","C01494","M[1+]","0.00010000000000332"
"176.04723","C00483","M+K[1+]","0.000353533229997538"
"176.04723","C01173","M[1+]","6.99999999937972e-05"
"176.04723","C01183","M+K[1+]","0.000353533229997538"
"285.09956","C00387","M(C13)+H[1+]","0.0028164667700139"
"285.09956","C01630","M(S34)+H[1+]","0.00138353323001184"
"285.09956","C01630","M(Cl37)+H[1+]","1.64667700346399e-05"
"84.02107","C01606","M+2H[2+]","0.000493533229999343"
"84.02107","C00543","M+K[1+]","0.000493533229999343"
"84.02107","C00627","M+3H[3+]","0.000393533229996024"
"84.02107","C00797","M+K[1+]","0.000493533229999343"
"84.02107","C01210","M-C3H4O2+H[1+]","0.000193533230017806"
"223.08417","C00268","M-NH3+H[1+]","0.00159353322999323"
"223.08417","C00294","M-HCOOH+H[1+]","0.00149353322998991"
"223.08417","C01993","M-CO2+H[1+]","0.00159353323002165"
"224.07949","C00542","M(C13)+H[1+]","0.00141353322999294"
"224.07949","C00799","M(C13)+H[1+]","0.00071353322999812"
"224.07949","C00248","M+H2O+H[1+]","0.00211353322995933"
"224.07949","C01575","M+NaCl[1+]","0.00178646676999961"
"197.06872","C00294","M-C3H4O2+H[1+]","0.001743533229984"
"197.06872","C00355","M[1+]","7.99999999969714e-05"
"197.06872","C01576","M+3H[3+]","1.01998966783867e-05"
"181.07378","C00082","M[1+]","0.000120000000009668"
"181.07378","C01536","M[1+]","0.000120000000009668"
"181.07378","C01736","M-C3H4O2+H[1+]","0.00170353322999972"
"185.10507","C00745","M+Na[1+]","9.35332300002756e-05"
"185.10507","C01298","M-H4O2+H[1+]","0.00179353322999987"
"185.10507","C01736","M-HCOONa+H[1+]","0.00070646676999786"
"185.10507","C02140","M+H+Na[2+]","0.000406466770016323"
"160.0483","C02123","M-NH3+H[1+]","0.000976466769998297"
"94.04181","C00146","M[1+]","9.00000000001455e-05"
"94.04181","C01782","M[1+]","9.00000000001455e-05"
"206.02126","C00250","M+K[1+]","0.000283533230003741"
"316.23946","C01953","M[1+]","0.000740000000007512"
"242.09358","C00670","M-NH3+H[1+]","0.00220353323001632"
"329.11045","C01632","M+Na[1+]","0.000426466770022671"
"388.1151","C00916","M-CO+H[1+]","0.00207646677000639"
"388.1151","C01416","M+HCOOK[1+]","0.000576466770041861"
"388.1151","C01851","M+HCOOK[1+]","0.000576466770041861"
"447.26738","C00494","M[1+]","0.00191999999998416"
"202.21574","C00750","M[1+]","4.00000000126965e-05"
"202.21574","C01833","M-HCOOK+H[1+]","0.000863533229988889"
"272.21358","C00619","M[1+]","0.000420000000019627"
"272.21358","C01034","M[1+]","0.000420000000019627"
"242.05757","C00788","M+NaCl[1+]","0.00219353323001314"
"208.13146","C01657","M-CO2+H[1+]","0.00181646677000913"
"354.27596","C01120","M-CO+H[1+]","0.000716466770029456"
"332.1219","C01138","M(C13)+2H[2+]","0.00307646677003959"
"202.02387","C00581","M+HCOOK[1+]","0.00149353322998991"
"418.05267","C01302","M+HCOONa[1+]","0.00169353322996812"
"334.14087","C01761","M-NH3+H[1+]","0.00290646677001405"
"334.14087","C02134","M-H4O2+H[1+]","0.00280646676998231"
"281.06849","C00170","M-NH3+H[1+]","0.00188646677003135"
"281.06849","C00130","M-HCOONa+H[1+]","0.00151353322996783"
"464.31417","C00477","M[1+]","0.000369999999975335"
"304.09153","C01709","M(C13)+H[1+]","0.00185353322996207"
"385.15163","C00611","M(C13)+H[1+]","0.00184646677001865"
"385.15163","C00445","M-C3H4O2+H[1+]","0.00225353322997535"
"385.15163","C01349","M+NaCl[1+]","0.00244646676998173"
"322.1862","C01341","M-H4O2+H[1+]","0.00107646676997319"
"322.1862","C01441","M[1+]","0.000999999999976353"
"588.33025","C01230","M(C13)+H[1+]","0.000773533229903478"
"304.16502","C01804","M[1+]","0.000220000000012988"
"168.04213","C01959","M+H[1+]","0.00164646677001201"
"168.04213","C00408","M+K[1+]","0.000353533229969116"
"168.04213","C00544","M[1+]","0.000170000000025539"
"168.04213","C01161","M[1+]","0.000170000000025539"
"168.04213","C01225","M+2H[2+]","0.00160353322996798"
"168.04213","C01839","M[1+]","0.000170000000025539"
"332.16132","C02035","M[1+]","0.00108000000000175"
"332.16132","C02078","M[1+]","0.00292000000001735"
"216.1295","C01223","M(C13)+H[1+]","0.0003764667700068"
"373.15563","C01761","M+Na[1+]","0.00335353322998344"
"89.04762","C00041","M[1+]","8.00000000111822e-05"
"89.04762","C00099","M[1+]","8.00000000111822e-05"
"89.04762","C00133","M[1+]","8.00000000111822e-05"
"89.04762","C00213","M[1+]","8.00000000111822e-05"
"89.04762","C01401","M[1+]","8.00000000111822e-05"
"89.04762","C01537","M[1+]","8.00000000111822e-05"
"89.04762","C02116","M[1+]","8.00000000111822e-05"
"130.06273","C00233","M[1+]","0.000270000000000437"
"130.06273","C00670","M+2H[2+]","0.000153533229990899"
"130.06273","C00671","M[1+]","0.000270000000000437"
"130.06273","C00902","M[1+]","0.000270000000000437"
"130.06273","C01012","M[1+]","0.000270000000000437"
"130.06273","C02122","M[1+]","0.000270000000000437"
"130.06273","C02129","M[1+]","0.000270000000000437"
"148.01925","C01180","M[1+]","0.000149999999990769"
"127.038","C01108","M+H[1+]","0.000976466769998297"
"127.038","C02183","M+H[1+]","0.000976466769998297"
"127.038","C00196","M-CO+H[1+]","0.000876466769994977"
"127.038","C00230","M-CO+H[1+]","0.000876466769994977"
"127.038","C00472","M+H2O+H[1+]","0.000976466769998297"
"127.038","C00478","M-H4O2+H[1+]","0.000876466769994977"
"127.038","C00628","M-CO+H[1+]","0.000876466769994977"
"127.038","C00922","M-H2O+H[1+]","0.000976466770012507"
"127.038","C01088","M-H4O2+H[1+]","0.000876466769994977"
"127.038","C01207","M-C3H4O2+H[1+]","0.000976466769984086"
"127.038","C01424","M-CO2+H[1+]","0.000976466769998297"
"127.038","C01757","M-H2O+H[1+]","0.000976466770012507"
"127.038","C01989","M-H4O2+H[1+]","0.000876466769994977"
"358.1383","C01590","M(C13)+H[1+]","0.00162353323003117"
"358.1383","C01814","M-H2O+H[1+]","0.00152353322999943"
"168.02826","C00366","M[1+]","4.00000000126965e-05"
"168.02826","C00940","M+Na[1+]","0.00148353322998673"
"280.14177","C00831","M(C13)+H[1+]","0.00109353323000505"
"278.12616","C01449","M+H[1+]","0.00138353323001184"
"149.07008","C00643","M-C3H4O2+H[1+]","0.000896466770001325"
"149.07008","C00913","M[1+]","2.00000000063483e-05"
"149.07008","C01017","M-C3H4O2+H[1+]","0.000896466770001325"
"149.07008","C02216","M[1+]","2.00000000063483e-05"
"226.08386","C00475","M-H2O+H[1+]","0.00168353322999337"
"226.08386","C00729","M+HCOOK[1+]","0.000116466770009538"
"226.08386","C01092","M+K[1+]","0.000283533229975319"
"226.08386","C02066","M+HCOOK[1+]","0.000116466770009538"
"414.12574","C01274","M+H+Na[2+]","0.00148646676996123"
"218.06544","C00913","M+HCOONa[1+]","0.000663533229982249"
"218.06544","C01300","M+Na[1+]","0.00056353322997893"
"218.06544","C01619","M-H4O2+H[1+]","0.00206353322997188"
"218.06544","C02216","M+HCOONa[1+]","0.000663533229982249"
"204.18749","C01841","M[1+]","0.000310000000013133"
"204.18749","C01860","M[1+]","0.000310000000013133"
"204.18749","C02004","M[1+]","0.000310000000013133"
"134.07294","C00300","M(S34)+H[1+]","0.00036353322997229"
"134.07294","C00300","M(Cl37)+H[1+]","0.00103646677001734"
"134.07294","C01710","M[1+]","0.000260000000025684"
"294.16864","C01230","M+2H[2+]","0.00196353322996856"
"185.14148","C01404","M-H2O+H[1+]","0.00180353323000304"
"272.24976","C01414","M[1+]","0.000640000000032614"
"376.13675","C00255","M[1+]","0.00155000000000882"
"376.13675","C01512","M[1+]","0.00015000000001919"
"190.06281","C01590","M+H+Na[2+]","0.00153353323003103"
"176.10481","C00475","M-HCOONa+H[1+]","0.000566466770010265"
"363.18218","C02034","M+H[1+]","0.00200353322998126"
"174.11159","C00062","M[1+]","0.000110000000006494"
"174.11159","C00792","M[1+]","0.000110000000006494"
"174.11159","C00864","M-HCOOH+H[1+]","0.000986466770001471"
"377.16922","C00732","M+HCOONa[1+]","0.00094353322998586"
"377.16922","C01226","M+HCOOK[1+]","0.00315646677000814"
"170.1052","C02217","M-NH3+H[1+]","0.00117646677000494"
"170.1052","C00272","M-C3H4O2+H[1+]","0.00152353322997101"
"170.1052","C00835","M-HCOONa+H[1+]","0.000876466769994977"
"170.1052","C01133","M-HCOONa+H[1+]","0.000423533229962914"
"158.08429","C01365","M-HCOOH+H[1+]","0.000313533230013263"
"332.14797","C00916","M-HCOOK+H[1+]","0.00290646677001405"
"409.14931","C01604","M-CO+H[1+]","0.00013353322998455"
"284.21329","C00376","M[1+]","0.000710000000026412"
"284.21329","C02110","M[1+]","0.000710000000026412"
"254.0789","C02081","M+2H[2+]","0.000276466770003481"
"360.19054","C00762","M[1+]","0.00315999999997985"
"360.19054","C01780","M[1+]","0.00315999999997985"
"390.15289","C01433","M[1+]","0.000290000000006785"
"136.05235","C02091","M(S34)+H[1+]","0.000573533229982104"
"136.05235","C02091","M(Cl37)+H[1+]","0.000826466770007528"
"136.05235","C00548","M[1+]","5.00000000158707e-05"
"136.05235","C01454","M[1+]","5.00000000158707e-05"
"136.05235","C01729","M+2H[2+]","0.000473533229978784"
"239.08059","C01572","M-HCOOK+H[1+]","0.00211353322995933"
"345.19344","C00473","M+NaCl[1+]","0.00213646676996859"
"345.19344","C00899","M+NaCl[1+]","0.00213646676996859"
"175.09555","C00327","M[1+]","0.000149999999990769"
"158.06898","C01109","M[1+]","0.000119999999981246"
"324.17524","C01743","M+H[1+]","0.00133646677005572"
"183.06418","C00166","M+H2O+H[1+]","0.000996466770033066"
"183.06418","C00251","M-CO2+H[1+]","0.000996466770004645"
"183.06418","C00254","M-CO2+H[1+]","0.000996466770004645"
"183.06418","C00761","M+H+Na[2+]","0.000153533229962477"
"183.06418","C00811","M+H2O+H[1+]","0.000996466770033066"
"183.06418","C00885","M-CO2+H[1+]","0.000996466770004645"
"183.06418","C01147","M+HCOONa[1+]","0.00140353322998976"
"183.06418","C01691","M-HCOONa+H[1+]","0.000103533229975028"
"183.06418","C01772","M+H2O+H[1+]","0.000996466770033066"
"183.06418","C01880","M+HCOONa[1+]","0.00140353322998976"
"255.07378","C01315","M+H+Na[2+]","0.00245353322998199"
"201.0788","C00745","M+K[1+]","0.000323533229988016"
"223.08391","C00268","M-NH3+H[1+]","0.00133353322999596"
"223.08391","C00294","M-HCOOH+H[1+]","0.00123353322999264"
"223.08391","C01993","M-CO2+H[1+]","0.00133353323002439"
"280.09181","C02029","M+NaCl[1+]","0.00176646676999326"
"123.06833","C00944","M-HCOONa+H[1+]","0.000753533230010817"
"238.1314","C00371","M+H2O+H[1+]","0.00152353322999943"
"326.1334","C01416","M+Na[1+]","0.00297646677000785"
"326.1334","C01553","M-HCOONa+H[1+]","0.00117646677006178"
"326.1334","C01851","M+Na[1+]","0.00297646677000785"
"326.1334","C02138","M-CO+H[1+]","0.00117646677000494"
"248.10455","C01735","M-H4O2+H[1+]","0.00232646677000048"
"248.10455","C02027","M+H+Na[2+]","0.00142353322999611"
"136.03842","C00262","M[1+]","7.99999999969714e-05"
"136.03842","C00632","M-H2O+H[1+]","0.000856466769988629"
"136.03842","C01252","M-C3H4O2+H[1+]","0.00095646677002037"
"136.03842","C01270","M-H2O+H[1+]","0.000856466769988629"
"136.03842","C01620","M[1+]","0.00121999999998934"
"280.10523","C00144","M-HCOOK+H[1+]","0.00125353322999899"
"280.10523","C01169","M-CO+H[1+]","0.00175353322998717"
"286.05578","C00881","M+NaCl[1+]","0.000696466769966264"
"145.15775","C00315","M[1+]","0.00015000000001919"
"145.15775","C01571","M-CO+H[1+]","0.000826466770007528"
"210.06792","C02147","M(C13)+H[1+]","0.00195646677002514"
"336.14683","C00982","M-C3H4O2+H[1+]","0.00274646677002011"
"266.08981","C00939","M-NH3+H[1+]","0.00133353322996754"
"266.08981","C00387","M-H2O+H[1+]","0.00143353322999928"
"326.07567","C00961","M(C13)+H[1+]","0.00159353322999323"
"326.07567","C00239","M+H2O+H[1+]","0.000893533229998411"
"326.07567","C02168","M+HCOOK[1+]","0.00320646676999559"
"288.2082","C00535","M[1+]","0.000700000000051659"
"288.2082","C00674","M[1+]","0.000700000000051659"
"288.2082","C01227","M[1+]","0.000700000000051659"
"227.07909","C00078","M+Na[1+]","8.64667700000155e-05"
"227.07909","C00525","M+Na[1+]","8.64667700000155e-05"
"227.07909","C00806","M+Na[1+]","8.64667700000155e-05"
"227.07909","C00826","M[1+]","0.000309999999984711"
"227.07909","C00848","M+NaCl[1+]","0.00178646676999961"
"227.07909","C02108","M+NaCl[1+]","0.00178646676999961"
"227.07909","C02147","M+H2O+H[1+]","0.00201353322998443"
"227.07909","C02155","M+K[1+]","0.000213533230009944"
"165.06499","C01526","M+H[1+]","0.000886466770026573"
"339.05338","C01185","M(S34)+H[1+]","0.00190353323000636"
"339.05338","C01185","M(Cl37)+H[1+]","0.000503533229959885"
"285.15788","C01079","M+2H[2+]","0.0018964667700061"
"335.17725","C02151","M-H2O+H[1+]","0.00187353323002526"
"178.10262","C00308","M(C13)+H[1+]","0.00104353322998918"
"232.10973","C01550","M-H4O2+H[1+]","0.00175353323001559"
"392.16661","C01433","M(C13)+H[1+]","0.00333353322997709"
"392.16661","C01743","M+HCOONa[1+]","0.00263353322998228"
"262.12031","C01893","M+H2O+H[1+]","0.00166646676996152"
"298.09224","C00921","M-NH3+H[1+]","0.00123646677002398"
"269.14102","C00757","M-HCOONa+H[1+]","0.00245646677001332"
"315.15405","C02078","M-H2O+H[1+]","0.00102646676998575"
"336.20363","C00427","M-NH3+H[1+]","0.00214646677005703"
"336.20363","C00584","M-NH3+H[1+]","0.00214646677005703"
"336.20363","C00696","M-NH3+H[1+]","0.00214646677005703"
"336.20363","C01312","M-NH3+H[1+]","0.00214646677005703"
"336.20363","C02198","M-NH3+H[1+]","0.00214646677005703"
"349.15184","C00255","M-CO+H[1+]","0.00126353322997375"
"349.15184","C01460","M-HCOOK+H[1+]","0.000263533229997392"
"349.15184","C01512","M-CO+H[1+]","0.00266353322996338"
"349.15184","C01714","M-HCOOK+H[1+]","0.000263533229997392"
"166.04901","C00971","M+H[1+]","0.000866466769991803"
"166.04901","C00502","M[1+]","0.00131000000001791"
"166.04901","C00545","M[1+]","0.00131000000001791"
"166.04901","C00847","M-H2O+H[1+]","0.000866466769991803"
"166.04901","C00878","M[1+]","0.00131000000001791"
"166.04901","C01685","M[1+]","0.00131000000001791"
"166.04901","C01693","M-CO+H[1+]","0.000766466769988483"
"215.05577","C00308","M+K[1+]","0.0020935332299814"
"215.05577","C00780","M+K[1+]","0.00200646677001259"
"215.05577","C01233","M[1+]","0.000130000000012842"
"341.14025","C01795","M(S34)+H[1+]","0.00202646677001894"
"341.14025","C00021","M-CO2+H[1+]","0.0011735332299736"
"226.10038","C01893","M-H2O+H[1+]","0.000396466769984727"
"273.12061","C01037","M+HCOOK[1+]","0.000466466769978524"
"273.12061","C01093","M-HCOONa+H[1+]","0.00013353322998455"
"159.1258","C00386","M-HCOONa+H[1+]","0.000676466769988338"
"159.1258","C01727","M-HCOOK+H[1+]","0.00057646677001344"
"159.1258","C01953","M+2H[2+]","0.00157646677001821"
"344.19556","C01870","M-HCOOK+H[1+]","0.00178353322996827"
"191.07921","C00534","M+Na[1+]","3.35332299812308e-05"
"256.1165","C01092","M+HCOONa[1+]","0.00102353322995441"
"300.20815","C00777","M[1+]","0.000750000000039108"
"165.07881","C00079","M[1+]","0.000190000000003465"
"165.07881","C02057","M[1+]","0.000190000000003465"
"292.23952","C01090","M[1+]","0.000679999999988468"
"292.23952","C02159","M[1+]","0.000679999999988468"
"143.0942","C00251","M-HCOOK+H[1+]","0.000523533229994655"
"143.0942","C00254","M-HCOOK+H[1+]","0.000523533229994655"
"143.0942","C00885","M-HCOOK+H[1+]","0.000523533229994655"
"143.0942","C02076","M-HCOONa+H[1+]","0.000323533229959594"
"211.05896","C00826","M-NH3+H[1+]","0.00121646676998921"
"211.05896","C01752","M+H2O+H[1+]","0.00121646677001763"
"298.24989","C00869","M[1+]","0.000910000000033051"
"236.06817","C01736","M-NH3+H[1+]","0.00149353322998991"
"236.06817","C00051","M-C3H4O2+H[1+]","0.00180646677000595"
"174.03156","C00942","M(C13)+2H[2+]","0.00111646676998589"
"174.03156","C00961","M+H+Na[2+]","0.00158353323001847"
"130.03764","C00659","M-NH3+H[1+]","0.00103646676998892"
"130.03764","C00772","M-NH3+H[1+]","0.00103646676998892"
"130.03764","C00966","M-NH3+H[1+]","0.00103646676998892"
"130.03764","C01053","M-NH3+H[1+]","0.00103646676998892"
"200.10454","C00475","M-CO2+H[1+]","0.0015635332299837"
"200.10454","C00881","M-CO+H[1+]","0.00166353322998702"
"174.08906","C00135","M+H2O+H[1+]","0.00168353322996495"
"174.08906","C00768","M+H2O+H[1+]","0.00168353322996495"
"174.08906","C01162","M+H2O+H[1+]","0.00168353322996495"
"214.074","C01517","M-NH3+H[1+]","0.00107646677000162"
"309.10531","C00270","M[1+]","0.000690000000020063"
"327.14633","C01533","M-HCOOH+H[1+]","0.00245353322998199"
"327.14633","C02106","M[1+]","0.000770000000045457"
"205.08504","C01181","M+NaCl[1+]","0.00106353322999553"
"205.08504","C01996","M+NaCl[1+]","0.00106353322999553"
"199.12077","C00386","M-CO+H[1+]","0.00189353323000319"
"316.23945","C01953","M[1+]","0.000750000000039108"
"222.06716","C00542","M[1+]","0.000239999999990914"
"222.06716","C00799","M[1+]","0.00093999999998573"
"262.08365","C00051","M-HCOOH+H[1+]","0.00202646677001894"
"231.10044","C00440","M(C13)+2H[2+]","0.00183646677001548"
"231.10044","C01517","M+H[1+]","0.00113646677002066"
"231.10044","C00774","M-CO2+H[1+]","0.00113646676999224"
"231.10044","C01408","M+H2O+H[1+]","0.00113646677002066"
"231.10044","C01745","M+H2O+H[1+]","0.00113646677002066"
"231.10044","C02131","M+NaCl[1+]","0.00216353323000362"
"336.26593","C01120","M-HCOOH+H[1+]","0.000346466769997278"
"139.13602","C01753","M+3H[3+]","1.01998966783867e-05"
"374.17231","C01137","M+H2O+H[1+]","0.000766466770016905"
"201.17261","C01561","M+2H[2+]","0.00171646677000581"
"400.29659","C00825","M-HCOOK+H[1+]","0.00338646677005272"
"343.12572","C00089","M+H[1+]","0.00224353323000059"
"343.12572","C00185","M+H[1+]","0.00224353323000059"
"343.12572","C00208","M+H[1+]","0.00224353323000059"
"343.12572","C00243","M+H[1+]","0.00224353323000059"
"343.12572","C00252","M+H[1+]","0.00224353323000059"
"343.12572","C00897","M+H[1+]","0.00224353323000059"
"343.12572","C01083","M+H[1+]","0.00224353323000059"
"343.12572","C01235","M+H[1+]","0.00224353323000059"
"343.12572","C01518","M+H[1+]","0.00224353323000059"
"343.12572","C01711","M+H[1+]","0.00224353323000059"
"343.12572","C01725","M+H[1+]","0.00224353323000059"
"343.12572","C01728","M+H[1+]","0.00224353323000059"
"343.12572","C01742","M+H[1+]","0.00224353323000059"
"343.12572","C01970","M+H[1+]","0.00224353323000059"
"343.12572","C01971","M+H[1+]","0.00224353323000059"
"343.12572","C02048","M+H[1+]","0.00224353323000059"
"343.12572","C01804","M+K[1+]","0.00185646677005025"
"348.17799","C02105","M+H2O+H[1+]","0.00258646676996932"
"258.18258","C01833","M-CO+H[1+]","0.00140353322996134"
"177.09023","C00299","M-HCOONa+H[1+]","0.000853533229957293"
"177.09023","C02067","M-HCOONa+H[1+]","0.000853533229957293"
"130.07405","C00829","M(C13)+H[1+]","0.000773533229988743"
"181.04992","C00198","M(S34)+H[1+]","0.00085646677001705"
"181.04992","C00204","M(S34)+H[1+]","0.00085646677001705"
"181.04992","C00273","M(S34)+H[1+]","0.00085646677001705"
"181.04992","C00355","M-NH3+H[1+]","0.000343533229965942"
"181.04992","C00691","M(S34)+H[1+]","0.00085646677001705"
"181.04992","C01040","M(S34)+H[1+]","0.00085646677001705"
"181.04992","C01115","M(S34)+H[1+]","0.00085646677001705"
"181.04992","C01179","M+H[1+]","0.000343533229965942"
"181.04992","C01197","M+H[1+]","0.000343533229965942"
"181.04992","C01216","M(S34)+H[1+]","0.00085646677001705"
"181.04992","C01405","M+H[1+]","0.000343533229965942"
"181.04992","C01481","M+H[1+]","0.000343533229965942"
"181.04992","C00251","M-HCOOH+H[1+]","0.000343533229994364"
"181.04992","C00254","M-HCOOH+H[1+]","0.000343533229994364"
"181.04992","C00885","M-HCOOH+H[1+]","0.000343533229994364"
"181.04992","C01207","M-H2O+H[1+]","0.000443533229997684"
"181.04992","C01850","M+2H[2+]","0.000393533229981813"
"326.11479","C00761","M-NH3+H[1+]","0.00251353323000103"
"159.0683","C00251","M-HCOONa+H[1+]","0.000723533230001294"
"159.0683","C00254","M-HCOONa+H[1+]","0.000723533230001294"
"159.0683","C00637","M[1+]","0.00010000000000332"
"159.0683","C00885","M-HCOONa+H[1+]","0.000723533230001294"
"158.04004","C01210","M(Cl37)+H[1+]","0.00086353323001731"
"158.04004","C00341","M+2H[2+]","0.0014364667700022"
"352.22331","C00427","M[1+]","0.00168999999999642"
"352.22331","C00584","M[1+]","0.00168999999999642"
"352.22331","C00696","M[1+]","0.00168999999999642"
"352.22331","C01312","M[1+]","0.00168999999999642"
"352.22331","C02198","M[1+]","0.00168999999999642"
"309.2413","C00427","M-CO2+H[1+]","0.00117646677000494"
"309.2413","C00517","M+HCOONa[1+]","0.00132353323004963"
"309.2413","C00523","M+H2O+H[1+]","0.00117646677000494"
"309.2413","C00584","M-CO2+H[1+]","0.00117646677000494"
"309.2413","C00639","M-HCOOH+H[1+]","0.00117646676994809"
"309.2413","C00696","M-CO2+H[1+]","0.00117646677000494"
"309.2413","C00959","M-CO+H[1+]","0.00107646676997319"
"309.2413","C01312","M-CO2+H[1+]","0.00117646677000494"
"309.2413","C01986","M+H2O+H[1+]","0.00117646677000494"
"309.2413","C02165","M-CO+H[1+]","0.00107646676997319"
"309.2413","C02198","M-CO2+H[1+]","0.00117646677000494"
"214.05874","C00327","M+K[1+]","0.000263533229997392"
"218.05769","C01233","M(S34)+H[1+]","0.00128646677001143"
"218.05769","C01273","M[1+]","0.000209999999981392"
"145.11015","C00487","M-H2O+H[1+]","0.000473533230007206"
"312.15428","C02195","M-NH3+H[1+]","0.00270353323003292"
"312.15428","C01479","M+Na[1+]","0.00279646677000756"
"312.15428","C02046","M+Na[1+]","0.00279646677000756"
"75.06836","C01104","M[1+]","3.99999999984857e-05"
"372.12024","C01852","M-NH3+H[1+]","0.00256353322998848"
"372.12024","C00916","M-CO2+H[1+]","0.00213646676996859"
"372.12024","C01739","M-CO+H[1+]","0.00126353323003059"
"412.11271","C02106","M+HCOOK[1+]","0.00296646677003309"
"294.07096","C00692","M+3H[3+]","0.00288353322997636"
"294.07096","C01458","M+HCOOK[1+]","0.0028164667700139"
"194.05764","C00779","M[1+]","0.000259999999997262"
"194.05764","C01494","M[1+]","0.000259999999997262"
"303.16752","C01175","M-HCOOK+H[1+]","0.000243533229991044"
"279.1578","C01513","M-CO+H[1+]","0.00152353322999943"
"221.10489","C01453","M+Na[1+]","8.64667700000155e-05"
"221.10489","C01617","M-HCOOK+H[1+]","0.000613533230023222"
"314.16207","C02166","M(C13)+2H[2+]","0.00144353322997404"
"466.30805","C02033","M(S34)+H[1+]","0.00437353323002299"
"466.30805","C02033","M(Cl37)+H[1+]","0.00297353322997651"
"244.11766","C01259","M+K[1+]","0.000316466770016177"
"244.11766","C02029","M+Na[1+]","0.000683533229988598"
"351.16745","C01761","M+H[1+]","0.0028264667700455"
"351.16745","C01007","M-CO+H[1+]","0.0012735332299485"
"351.16745","C01226","M+NaCl[1+]","0.00222646677002558"
"131.05823","C00430","M[1+]","3.00000000095224e-05"
"131.05823","C01015","M[1+]","3.00000000095224e-05"
"131.05823","C01073","M[1+]","3.00000000095224e-05"
"131.05823","C01110","M[1+]","3.00000000095224e-05"
"131.05823","C01157","M[1+]","3.00000000095224e-05"
"131.05823","C01165","M[1+]","3.00000000095224e-05"
"131.05823","C01433","M+3H[3+]","8.68665633220189e-05"
"299.1202","C00449","M+Na[1+]","0.00117646677000494"
"299.1202","C01121","M-CO2+H[1+]","0.00257646676999457"
"140.04723","C00463","M+Na[1+]","0.000153533229990899"
"140.04723","C01842","M+K[1+]","0.000353533229997538"
"333.19336","C01876","M+NaCl[1+]","0.00221646676999399"
"333.19336","C01881","M+NaCl[1+]","0.00221646676999399"
"205.11014","C02029","M-NH3+H[1+]","0.00166353322998702"
"205.11014","C00884","M-H4O2+H[1+]","0.00186353322999366"
"205.11014","C00974","M-HCOOK+H[1+]","0.000763533229985569"
"205.11014","C01262","M-H4O2+H[1+]","0.00186353322999366"
"205.11014","C01378","M-HCOOK+H[1+]","0.000763533229985569"
"104.04723","C00989","M[1+]","7.00000000080081e-05"
"104.04723","C01089","M[1+]","7.00000000080081e-05"
"104.04723","C01188","M[1+]","7.00000000080081e-05"
"104.04723","C01991","M[1+]","7.00000000080081e-05"
"220.12092","C00371","M+H[1+]","0.0016435332300091"
"145.03728","C00153","M+Na[1+]","3.53323000013006e-06"
"145.03728","C00940","M[1+]","0.000219999999984566"
"145.03728","C01950","M+Na[1+]","3.53323000013006e-06"
"317.16178","C02151","M-H4O2+H[1+]","0.00299646676995735"
"329.15822","C02106","M(C13)+H[1+]","0.00044353322994084"
"329.15822","C01533","M-CO2+H[1+]","0.00125646677003033"
"329.15822","C01670","M+Na[1+]","0.000256466770053976"
"231.11029","C00745","M+HCOONa[1+]","8.64667700000155e-05"
"231.11029","C01571","M+NaCl[1+]","0.00188646677000293"
"270.0845","C00858","M(C13)+H[1+]","0.000223533229984696"
"270.0845","C01451","M-NH3+H[1+]","0.00157646677001821"
"198.10024","C01223","M-NH3+H[1+]","0.000263533229997392"
"152.1199","C00808","M[1+]","0.000200000000006639"
"152.1199","C00809","M[1+]","0.000200000000006639"
"152.1199","C00964","M[1+]","0.000200000000006639"
"152.1199","C01123","M[1+]","0.000200000000006639"
"152.1199","C01499","M[1+]","0.000200000000006639"
"152.1199","C02213","M[1+]","0.000200000000006639"
"272.2133","C00619","M[1+]","0.000699999999994816"
"272.2133","C01034","M[1+]","0.000699999999994816"
"195.07413","C00499","M+H2O+H[1+]","0.00165353322998385"
"195.07413","C01300","M[1+]","0.00147000000001185"
"195.07413","C01852","M+2H[2+]","0.00159646677002456"
"330.18236","C02195","M(C13)+H[1+]","0.000883533230023659"
"302.13633","C01735","M+H2O+H[1+]","0.00234646677000683"
"268.2759","C01838","M[1+]","0.000699999999994816"
"349.12618","C00933","M+K[1+]","0.00199646677003784"
"317.12551","C01852","M-C3H4O2+H[1+]","0.00243353322997564"
"151.04926","C00242","M[1+]","0.000139999999987594"
"151.04926","C00906","M+Na[1+]","0.00138353322998341"
"187.11067","C01517","M-CO2+H[1+]","0.00110646677001114"
"189.08963","C01149","M+NaCl[1+]","0.000553533230004177"
"217.13262","C01909","M(S34)+H[1+]","0.00215646677000336"
"217.13262","C01453","M+H2O+H[1+]","0.00095646677002037"
"217.13262","C01633","M+NaCl[1+]","0.000356466770000452"
"217.13262","C01677","M-HCOONa+H[1+]","0.000643533229975901"
"271.14143","C00852","M-HCOOK+H[1+]","0.000353533229997538"
"271.14143","C01527","M-HCOOK+H[1+]","0.000353533229997538"
"306.16826","C01441","M-NH3+H[1+]","0.00228353322995645"
